,changepoint_prior_scale,changepoint_range,daily_seasonality,growth,holidays_prior_scale,interval_width,n_changepoints,seasonality_mode,seasonality_prior_scale,uncertainty_samples,weekly_seasonality,yearly_seasonality,sku,loss,loss_function,training_time
10,0.2416950458135691,0.8832095416599776,False,linear,1.2914593342829042,0.9637685925485571,10,multiplicative,20.309183854301427,1000,False,False,PSD25NRZYY2N,2.877410411834717,custom,189.40862107276917
11,0.17053646585546778,0.7004306974410782,False,linear,2.4464193529891043,0.8642519539970015,10,multiplicative,21.60679207867645,1000,False,False,PSD25NRZYY2N,2.8761579990386963,custom,189.40862107276917
12,0.2387497388689545,0.8174942222698404,False,linear,0.610070447298847,0.8147904368257551,20,additive,13.170842972711025,2000,True,False,PSD25NRZYY2N,2.8931798934936523,custom,189.40862107276917
13,0.1863821335015734,0.8843284496605515,False,linear,0.7496123360451765,0.8567191952050767,5,multiplicative,17.048102477239052,2000,False,True,PSD25NRZYY2N,2.8810923099517822,custom,189.40862107276917
14,0.11372066278575235,0.8193885210149541,False,flat,0.554472433301606,0.931122766371669,5,multiplicative,13.565827516901932,2000,False,True,PSD25NRZYY2N,3.9571900367736816,custom,189.40862107276917
15,0.1583501651921721,0.8995719763382524,False,linear,0.5912407460506304,0.8885545428516842,10,multiplicative,12.05953040038805,1000,True,False,PSD25NRZYY2N,2.8805243968963623,custom,189.40862107276917
16,0.10217648753567321,0.8860026043332195,False,linear,0.6436585618610815,0.853037173638009,5,multiplicative,20.65988246677449,2000,False,True,PSD25NRZYY2N,2.881852626800537,custom,189.40862107276917
17,0.12530153492598667,0.766897393916034,False,linear,1.1867791662541878,0.8562317088346402,5,multiplicative,15.597128462254163,1000,True,True,PSD25NRZYY2N,2.883319854736328,custom,189.40862107276917
18,0.11286604090105463,0.7201358124811256,False,flat,0.5429639943996971,0.9505002410887781,20,additive,22.279207908083766,1000,False,True,PSD25NRZYY2N,3.9644887447357178,custom,189.40862107276917
19,0.09419115834106317,0.7986787126312729,False,linear,2.48649577949997,0.8269839930299071,10,multiplicative,24.4141445857053,2000,True,False,PSD25NRZYY2N,2.87573504447937,custom,189.40862107276917
20,0.07031701687676231,0.872972537430957,False,linear,1.9777272160884352,0.8060875685855571,15,additive,29.18952512517604,2000,False,False,PSD25NRZYY2N,2.875889301300049,custom,189.40862107276917
21,0.2114876094241338,0.7218595846631488,False,linear,1.8272411677512908,0.9315107176217015,10,multiplicative,22.42868833382002,2000,True,False,PSD25NRZYY2N,2.882033109664917,custom,189.40862107276917
22,0.203892720791984,0.7054080329305167,False,flat,2.4919868143591746,0.8341130035954382,10,additive,29.938191450937406,2000,True,False,PSD25NRZYY2N,2.900702476501465,custom,189.40862107276917
23,0.10477110722288761,0.7919439654732764,False,flat,1.7528218800153519,0.8323543588706422,5,multiplicative,21.819933093377536,1000,False,False,PSD25NRZYY2N,2.8762049674987793,custom,189.40862107276917
24,0.2359849365471393,0.8733999861071411,False,linear,0.5214476752644714,0.8283536761312883,5,multiplicative,28.2038829269052,2000,True,True,PSD25NRZYY2N,2.8806777000427246,custom,189.40862107276917
25,0.1373812243529131,0.7861763429225147,False,linear,0.6768726112402323,0.9415963732522512,20,multiplicative,29.99913533337888,2000,True,False,PSD25NRZYY2N,2.878260374069214,custom,189.40862107276917
26,0.11679782731913937,0.7090911414959282,False,flat,2.4319105035859785,0.8101282799226829,5,additive,10.150864647185816,1000,False,False,PSD25NRZYY2N,2.8762049674987793,custom,189.40862107276917
27,0.1305201801452472,0.7916593918671023,False,flat,2.495713092081296,0.8486297454533547,10,additive,15.56278266011508,1000,False,True,PSD25NRZYY2N,3.9606268405914307,custom,189.40862107276917
28,0.15012168926456304,0.7824586580011246,False,flat,0.5078048172772653,0.9791207833457334,10,additive,25.33559765891173,2000,False,True,PSD25NRZYY2N,3.9645514488220215,custom,189.40862107276917
29,0.060966780376414786,0.8397138431585512,False,linear,0.5043637235624256,0.920478803554575,10,multiplicative,29.988615906455223,2000,True,True,PSD25NRZYY2N,2.8338780403137207,custom,189.40862107276917
30,0.20933667377656462,0.7128733285928757,False,linear,2.4713234362033294,0.8033152028416755,10,multiplicative,28.191747509965353,2000,True,False,PSD25NRZYY2N,2.879960536956787,custom,189.40862107276917
31,0.21677312284106975,0.8221070543335757,False,linear,0.5133283196305194,0.970674623866933,5,multiplicative,12.026447920133851,1000,True,False,PSD25NRZYY2N,2.888721227645874,custom,189.40862107276917
32,0.14098370190906057,0.8159634232389027,False,flat,0.5540606619308179,0.8648133163707892,15,multiplicative,29.986247554508335,2000,True,True,PSD25NRZYY2N,2.9916975498199463,custom,189.40862107276917
33,0.23483512096876757,0.887576133871636,False,flat,1.4118602772063278,0.8102103188862761,5,multiplicative,28.91582087237045,1000,True,False,PSD25NRZYY2N,2.900712490081787,custom,189.40862107276917
34,0.11166331094982865,0.8494034235304206,False,flat,0.520941282655671,0.9738477966268796,10,multiplicative,24.650390203197663,1000,True,False,PSD25NRZYY2N,2.9007112979888916,custom,189.40862107276917
35,0.22310383511806514,0.8774661423746277,False,linear,0.8383565970279527,0.8636603015757158,20,additive,27.677366426844706,1000,False,True,PSD25NRZYY2N,2.9329566955566406,custom,189.40862107276917
36,0.22906312054761396,0.8007150835503767,False,linear,2.478991860325688,0.884062079000584,5,multiplicative,19.106204054195054,2000,True,False,PSD25NRZYY2N,2.8890342712402344,custom,189.40862107276917
37,0.2025790468453708,0.7704957203716378,False,flat,2.4626036111187006,0.8051323725688317,20,additive,29.953185068493934,2000,False,True,PSD25NRZYY2N,3.9645755290985107,custom,189.40862107276917
38,0.2196233484141526,0.815857226050593,False,linear,0.5138232908525755,0.9054862600044591,5,additive,22.794520685232584,1000,True,True,PSD25NRZYY2N,3.0251221656799316,custom,189.40862107276917
39,0.0710015947123902,0.751956512263108,False,linear,0.5210428736542385,0.8737020396337669,15,multiplicative,26.36062331027122,2000,True,False,PSD25NRZYY2N,2.874861001968384,custom,189.40862107276917
0,0.22125028337586783,0.8843934996909871,False,linear,1.3729560809594397,0.8231403203869863,15,multiplicative,21.29438748190482,2000,True,True,PSD25NRZYY2N,4.325378254085024,mse,215.4852545261383
1,0.06062249472069368,0.873246780454815,False,linear,2.3850095902581527,0.8834910064274322,5,multiplicative,27.060950829370313,1000,False,False,PSD25NRZYY2N,2.97939352598335,mse,215.4852545261383
2,0.24852614948496793,0.7293557194381594,False,flat,1.1164754952152793,0.9251734102660494,15,additive,28.58397526556226,2000,True,False,PSD25NRZYY2N,3.185306393774704,mse,215.4852545261383
3,0.08535637856020525,0.8116814841137378,False,flat,1.463985535698268,0.9035923235384257,15,additive,22.317896949078566,2000,True,True,PSD25NRZYY2N,60.97595897193137,mse,215.4852545261383
4,0.20964264869258592,0.8656800380136236,False,linear,1.7641267034181964,0.9718687568883229,5,multiplicative,24.42414516059923,1000,False,False,PSD25NRZYY2N,2.979336126267061,mse,215.4852545261383
5,0.07243466864044841,0.8797116516757879,False,flat,0.9364209324705604,0.9028450318820641,10,multiplicative,14.353321213299328,2000,True,True,PSD25NRZYY2N,3.9159459638293153,mse,215.4852545261383
6,0.08908292470356166,0.7208178581224757,False,linear,0.9635163279199599,0.9184105083257127,15,multiplicative,16.209028114178295,1000,False,True,PSD25NRZYY2N,2.980303992993283,mse,215.4852545261383
7,0.1837084790275963,0.8807669280385948,False,linear,2.2534615508449996,0.8815495816156215,15,additive,20.495987466161537,2000,True,False,PSD25NRZYY2N,2.99432870653507,mse,215.4852545261383
8,0.0763739963494729,0.8795041547272747,False,flat,1.6584643564356547,0.970052100368778,10,multiplicative,10.58455301642825,2000,True,False,PSD25NRZYY2N,3.18529668499512,mse,215.4852545261383
9,0.15785801930487547,0.8646581771743078,False,linear,2.267627550480352,0.9546175618772892,5,multiplicative,22.883626544793444,2000,True,True,PSD25NRZYY2N,12.117953657795038,mse,215.4852545261383
10,0.20758334342035545,0.8802498923190734,False,linear,2.4229196236499204,0.9210902530672802,5,multiplicative,15.547560051578062,1000,True,True,PSD25NRZYY2N,59.74337123360579,mse,215.4852545261383
11,0.10697767288445624,0.813591100837271,False,linear,1.3589557055802652,0.8894111789170777,20,multiplicative,24.843823287800646,2000,True,True,PSD25NRZYY2N,2.995702010736703,mse,215.4852545261383
12,0.051976971312362674,0.826224160508449,False,flat,1.0689573487559771,0.931120911192247,20,additive,12.138840003260862,2000,True,True,PSD25NRZYY2N,60.95502333831418,mse,215.4852545261383
13,0.11282711603123066,0.845229391744843,False,flat,2.485954140180934,0.8738195641326245,20,multiplicative,15.03103271733889,1000,True,True,PSD25NRZYY2N,3.856290554370923,mse,215.4852545261383
14,0.19349970505716269,0.7586439104160708,False,flat,1.1654731937184077,0.8502090204599391,10,additive,20.451107563791712,2000,False,False,PSD25NRZYY2N,2.9445024113755927,mse,215.4852545261383
15,0.1074422034159074,0.7873095485722681,False,linear,1.1521360657347868,0.899013688443358,20,multiplicative,21.126942681868798,2000,False,True,PSD25NRZYY2N,2.9801458928944977,mse,215.4852545261383
16,0.10541902781507524,0.7925031492851342,False,linear,0.6772062249824722,0.8174855341914166,15,multiplicative,21.77661220655608,2000,False,False,PSD25NRZYY2N,2.9793187347931873,mse,215.4852545261383
17,0.21147411891610152,0.8995858476581605,False,linear,2.301785125623696,0.9285122054433698,5,multiplicative,19.079222575070908,2000,True,False,PSD25NRZYY2N,2.9742745318512838,mse,215.4852545261383
18,0.06278143694799557,0.8134515518287924,False,linear,0.5599413593369071,0.8306980293556185,10,additive,26.32118807210749,2000,True,True,PSD25NRZYY2N,3.7561814454493123,mse,215.4852545261383
19,0.05546438545064361,0.7790844458383139,False,linear,1.8743200150208603,0.8399574748744733,5,multiplicative,28.995464649086987,2000,True,False,PSD25NRZYY2N,2.973369625722405,mse,215.4852545261383
20,0.057794661677281624,0.7719953767947203,False,flat,0.8818379578715059,0.833145602854596,10,additive,27.797038620707188,2000,True,True,PSD25NRZYY2N,61.22136356264121,mse,215.4852545261383
21,0.10949855454370208,0.7256849877949948,False,flat,2.0738381382708604,0.9869066536307906,10,multiplicative,29.031754821966555,2000,False,False,PSD25NRZYY2N,2.9445024113755927,mse,215.4852545261383
22,0.06997158201138243,0.7411153526727133,False,linear,1.3595936997366052,0.8140258774088495,15,multiplicative,28.413644095857478,2000,True,True,PSD25NRZYY2N,3.3927957971767615,mse,215.4852545261383
23,0.10808683875454839,0.7227587836666478,False,flat,0.5315014655287738,0.9433967294265146,10,multiplicative,10.957775543166218,2000,False,False,PSD25NRZYY2N,2.9445024113755927,mse,215.4852545261383
24,0.12054594297496053,0.7404603193012395,False,flat,0.7287586383928994,0.8616493869511747,10,multiplicative,11.343133397329602,2000,False,False,PSD25NRZYY2N,2.9445024113755927,mse,215.4852545261383
25,0.1501647954292179,0.8801033210329459,False,linear,1.282936247692917,0.8124699309876489,15,multiplicative,20.468207707961568,2000,True,False,PSD25NRZYY2N,2.976236091894271,mse,215.4852545261383
26,0.13152300104265574,0.7595690022104796,False,linear,1.3184069032160282,0.8575247707188348,20,additive,22.005779842843964,2000,False,True,PSD25NRZYY2N,3.5047859050838044,mse,215.4852545261383
27,0.1270122207334602,0.8055172312121707,False,flat,0.821610703612444,0.8197894361147863,5,additive,13.309606154988911,2000,False,False,PSD25NRZYY2N,2.9445024113755927,mse,215.4852545261383
28,0.2264976162736932,0.8954216815701836,False,linear,2.2753464618610106,0.8483675610030779,15,multiplicative,20.449139619956053,2000,False,False,PSD25NRZYY2N,2.980139635484158,mse,215.4852545261383
29,0.1937647985569842,0.8306708207946327,False,linear,1.7199507727192531,0.93454988318266,15,multiplicative,27.03081743084465,2000,False,False,PSD25NRZYY2N,2.979662490610337,mse,215.4852545261383
30,0.15831373196373183,0.8433653016569931,False,linear,0.5278082819025598,0.805777777874158,10,additive,24.639893579183543,2000,True,True,PSD25NRZYY2N,3.7886479617431528,mse,215.4852545261383
31,0.2042024520100687,0.731783092022781,False,linear,2.3627315455659326,0.8440099059876397,15,multiplicative,19.33129919795756,2000,True,True,PSD25NRZYY2N,2.9861505534249915,mse,215.4852545261383
32,0.07506707919094963,0.8930641166177814,False,linear,0.5732258815228839,0.8841668082040087,15,multiplicative,19.782492172538987,2000,False,True,PSD25NRZYY2N,2.9909424807332616,mse,215.4852545261383
33,0.0924601594643101,0.7788944573588115,False,flat,0.7254748307304877,0.9735509816065231,20,additive,26.55732836290476,1000,True,False,PSD25NRZYY2N,3.185306393774704,mse,215.4852545261383
34,0.13762108703790144,0.7790950271572601,False,linear,1.6132777579994664,0.8161188796141838,15,additive,18.770530181228544,2000,False,False,PSD25NRZYY2N,2.979319094507783,mse,215.4852545261383
35,0.17052055925276535,0.715391983877713,False,flat,2.4148614921958527,0.9038327358129765,15,multiplicative,28.917987848696264,2000,False,False,PSD25NRZYY2N,2.9445024113755927,mse,215.4852545261383
36,0.13322484589442363,0.8233090495029797,False,linear,0.6278117758272881,0.9559070244659778,15,multiplicative,29.421357621450998,2000,False,False,PSD25NRZYY2N,2.979318986695977,mse,215.4852545261383
37,0.16945812309794633,0.8856489656263462,False,linear,2.436936896467091,0.95951265588396,15,additive,28.886563907745714,2000,False,True,PSD25NRZYY2N,3.5157049267315172,mse,215.4852545261383
38,0.16332933063160465,0.8664570810360631,False,flat,0.5281023812830565,0.9772765020286935,15,multiplicative,27.91071554621209,2000,False,True,PSD25NRZYY2N,87.66424797922198,mse,215.4852545261383
39,0.18679960366589066,0.7782360279226288,False,linear,1.9774205585564044,0.8810712439113396,15,multiplicative,28.96587110187013,2000,True,False,PSD25NRZYY2N,2.987637490659776,mse,215.4852545261383
0,0.15122913057008425,0.8334481702756648,False,linear,0.9697308412463024,0.9174989438676076,5,multiplicative,25.012244759971093,1000,False,True,PSD25NRZYY2N,0.28561207514655057,huber_loss,132.47191405296326
1,0.20309555892840786,0.7508878959758426,False,flat,1.8673811100360733,0.8801829294542612,10,multiplicative,16.84743009460101,2000,False,True,PSD25NRZYY2N,0.5046204078088592,huber_loss,132.47191405296326
2,0.21414712084908355,0.885342302289768,False,flat,0.5091750756968147,0.8938714042608591,5,additive,22.416969712646456,1000,False,True,PSD25NRZYY2N,4.029915346458049,huber_loss,132.47191405296326
3,0.1791826028804338,0.8686616366437606,False,flat,2.0550105735577002,0.9578863292946682,5,additive,19.636103275383512,2000,True,True,PSD25NRZYY2N,3.382030959334487,huber_loss,132.47191405296326
4,0.06696094120085466,0.8217041833106766,False,linear,1.0673350825272456,0.9167972440303891,20,additive,24.066490558272868,1000,True,True,PSD25NRZYY2N,0.6627867427990839,huber_loss,132.47191405296326
5,0.07466926651105198,0.8052922267348637,False,linear,1.407323289477903,0.8131989565754764,15,additive,21.218407230891167,1000,False,True,PSD25NRZYY2N,0.5829956284796503,huber_loss,132.47191405296326
6,0.13731510139462613,0.8122738395793643,False,flat,1.3357009491939202,0.9917842463684896,5,additive,25.06796876046928,2000,True,True,PSD25NRZYY2N,3.402013786687458,huber_loss,132.47191405296326
7,0.229542177627997,0.7401209188367434,False,linear,1.780714111229387,0.9698673710318975,5,multiplicative,11.371964582046834,2000,True,True,PSD25NRZYY2N,0.32333701714651475,huber_loss,132.47191405296326
8,0.23322485516887137,0.8630058532600178,False,flat,1.7868769550900678,0.9333703559718548,20,multiplicative,16.595909384167157,1000,False,False,PSD25NRZYY2N,0.4011071228311778,huber_loss,132.47191405296326
9,0.17439954345844694,0.8242503934095415,False,flat,1.588139520037438,0.9718879835778009,10,additive,24.64013663543805,1000,False,False,PSD25NRZYY2N,0.4011071228311778,huber_loss,132.47191405296326
10,0.11603572960475905,0.703761145776209,False,flat,0.7269002728830305,0.995499974717637,5,multiplicative,23.07805839869777,1000,True,False,PSD25NRZYY2N,0.5023393945856878,huber_loss,132.47191405296326
11,0.1109675856257366,0.8647564028741167,False,linear,0.5371860080813677,0.8970614736005853,5,multiplicative,27.397592855129716,1000,True,True,PSD25NRZYY2N,0.30049719720038814,huber_loss,132.47191405296326
12,0.11186081602087135,0.701791552173289,False,linear,1.79710831195344,0.990903779120786,10,multiplicative,10.255785497524005,2000,True,True,PSD25NRZYY2N,0.30318732145696137,huber_loss,132.47191405296326
13,0.23505702279420942,0.7567195334956385,False,linear,0.9513958250391563,0.8187181989644502,15,multiplicative,17.872894798029627,1000,True,True,PSD25NRZYY2N,0.3159604757643192,huber_loss,132.47191405296326
14,0.10194896917739156,0.8200982738128342,False,linear,2.4603179539776474,0.9444523140189117,10,multiplicative,20.54659163563975,1000,True,False,PSD25NRZYY2N,0.28384395611533375,huber_loss,132.47191405296326
15,0.1729725063899369,0.7359314586280661,False,flat,1.6585511055961435,0.8707062876594714,20,additive,20.31532266893491,2000,False,True,PSD25NRZYY2N,4.027866988730098,huber_loss,132.47191405296326
16,0.1277956316461919,0.7259586197722081,False,linear,1.9668152377739831,0.9261699375714758,5,additive,19.922034988063125,2000,False,True,PSD25NRZYY2N,0.586261624031299,huber_loss,132.47191405296326
17,0.23982688762251203,0.876311768210843,False,flat,1.2895758388808145,0.9011234619283671,10,additive,11.766484555930356,1000,False,True,PSD25NRZYY2N,4.004638383486958,huber_loss,132.47191405296326
18,0.16168397079651714,0.8285645962538905,False,flat,1.6351286091324915,0.9878609822967181,5,multiplicative,16.30085557043772,2000,True,False,PSD25NRZYY2N,0.5023046790858537,huber_loss,132.47191405296326
19,0.10171035795239083,0.8378254384753511,False,linear,2.4373610726191544,0.8096023464830708,15,multiplicative,25.8764576217426,2000,True,False,PSD25NRZYY2N,0.2834656468661668,huber_loss,132.47191405296326
20,0.16787242278105302,0.7512755498351738,False,linear,0.8484594600153537,0.9122787168018006,20,additive,12.468789628741595,1000,False,True,PSD25NRZYY2N,0.5830619727717955,huber_loss,132.47191405296326
21,0.06939471962047912,0.8137029195676398,False,linear,0.7078643794166837,0.9554203482046455,10,additive,25.404534647586633,1000,True,False,PSD25NRZYY2N,0.288100522465543,huber_loss,132.47191405296326
22,0.2492601862412422,0.7963462834584261,False,linear,1.0605560040697568,0.8909770290982976,10,additive,13.721446511901336,2000,False,True,PSD25NRZYY2N,0.5851372450575756,huber_loss,132.47191405296326
23,0.24987915406593514,0.7249282318492205,False,linear,1.2198968673042387,0.8890876562790264,10,additive,10.765091213625864,2000,False,True,PSD25NRZYY2N,0.5854660607347988,huber_loss,132.47191405296326
24,0.05655005319465738,0.7283926265289286,False,flat,0.737447985468648,0.9035629884518879,20,additive,27.450323893934666,1000,True,True,PSD25NRZYY2N,3.398236180161231,huber_loss,132.47191405296326
25,0.06529655147239961,0.821478852264644,False,linear,1.3788781987269527,0.8034185451030808,5,multiplicative,29.156388938705394,1000,False,False,PSD25NRZYY2N,0.28407058617923026,huber_loss,132.47191405296326
26,0.20941357355604906,0.756863070648153,False,linear,1.8033792873297416,0.942453803992632,20,additive,18.629613516414892,2000,True,True,PSD25NRZYY2N,0.6627710939411633,huber_loss,132.47191405296326
27,0.07074888158069484,0.8634398854791693,False,flat,1.0239873748502888,0.9155988965876065,5,multiplicative,14.389347611873582,1000,False,False,PSD25NRZYY2N,0.4011071228311778,huber_loss,132.47191405296326
28,0.15799933053657267,0.8070352016542894,False,flat,1.413356760981184,0.9536534608364664,20,multiplicative,12.1083616290558,2000,True,True,PSD25NRZYY2N,0.6908380372734284,huber_loss,132.47191405296326
29,0.2095620429501121,0.7690359479294727,False,linear,1.8690219482897354,0.8181564782986623,15,additive,29.88460687502129,2000,True,True,PSD25NRZYY2N,0.6634621167958423,huber_loss,132.47191405296326
30,0.144895676906373,0.8942709122583621,False,linear,1.0213454169156537,0.8571339509348862,15,additive,12.761179713850005,1000,False,True,PSD25NRZYY2N,0.5847084158110497,huber_loss,132.47191405296326
31,0.23496558169539783,0.8053384502096279,False,linear,0.8396010945252492,0.8151230907083181,10,additive,27.68039623098538,1000,True,True,PSD25NRZYY2N,0.663990881678941,huber_loss,132.47191405296326
32,0.13004127144494027,0.8488256597671546,False,flat,0.5963843001749347,0.8387504910035742,20,additive,16.70317886653956,2000,True,True,PSD25NRZYY2N,3.3850560450558853,huber_loss,132.47191405296326
33,0.10463651168799191,0.845406862399858,False,flat,0.9314930931493872,0.8699178404412522,15,additive,12.510252600969274,1000,False,True,PSD25NRZYY2N,3.9849197707919797,huber_loss,132.47191405296326
34,0.1474024334107569,0.891040086241132,False,flat,1.0887412569557706,0.8072284680621566,10,multiplicative,28.011845063507458,1000,False,True,PSD25NRZYY2N,4.0223799693198385,huber_loss,132.47191405296326
35,0.07052350260846091,0.7379095641205617,False,flat,1.0674577062097244,0.8594813857670597,5,additive,29.306407445861577,2000,False,True,PSD25NRZYY2N,4.017661022321541,huber_loss,132.47191405296326
36,0.08673910150923103,0.7222163906679252,False,flat,2.2636998381255657,0.8075954907127048,5,multiplicative,13.288387911175148,2000,True,False,PSD25NRZYY2N,0.502280638745155,huber_loss,132.47191405296326
37,0.10943668945580931,0.7573278630430276,False,linear,0.6622829024983077,0.8090383092095625,15,multiplicative,22.694961668378244,1000,False,True,PSD25NRZYY2N,0.2856156084031967,huber_loss,132.47191405296326
38,0.22503985260678627,0.7372578773977605,False,flat,1.697811791410576,0.9424864139080898,15,multiplicative,24.783280895338336,2000,False,True,PSD25NRZYY2N,4.019296463877016,huber_loss,132.47191405296326
39,0.19790324634936002,0.7531519352794012,False,flat,1.4797646700063904,0.9033596969868061,5,additive,12.574454219533632,2000,False,False,PSD25NRZYY2N,0.4011071228311778,huber_loss,132.47191405296326
0,0.11181541843006162,0.8453305151001922,False,linear,1.8702725346790796,0.9093543527864215,20,multiplicative,19.603897291729403,1000,False,False,PSD25NRZYY2N,3.7116078352101614,poisson_loss,135.95363068580627
1,0.1141926041724099,0.8721413724446959,False,linear,0.980285567706132,0.9550326695611501,20,additive,13.534360362599758,2000,False,False,PSD25NRZYY2N,3.7116096254851123,poisson_loss,135.95363068580627
2,0.18020599980945856,0.8456892759557912,False,flat,1.9374198598483237,0.9673946088962561,10,additive,20.671546465259468,1000,True,False,PSD25NRZYY2N,1.2089530947394826,poisson_loss,135.95363068580627
3,0.13082261809998355,0.7800910745712377,False,flat,2.146921849240319,0.9035179702513857,20,multiplicative,20.67695398186664,1000,True,True,PSD25NRZYY2N,2.844395502812396,poisson_loss,135.95363068580627
4,0.1534515200408822,0.8067783486152954,False,linear,1.6442388150166192,0.9839434665302377,20,additive,23.683462616631928,2000,True,False,PSD25NRZYY2N,3.7339301353176246,poisson_loss,135.95363068580627
5,0.1027941800412283,0.7355100653851685,False,linear,2.4017140190163992,0.9607317558415888,20,multiplicative,14.279147014079447,2000,True,True,PSD25NRZYY2N,2.8725717255883456,poisson_loss,135.95363068580627
6,0.08958554275090541,0.7142418948139705,False,flat,0.5900884619929097,0.8987091108668802,15,multiplicative,26.803703956660758,2000,True,False,PSD25NRZYY2N,1.2733507180024208,poisson_loss,135.95363068580627
7,0.24706877093260032,0.858006314688672,False,flat,2.411223038138785,0.8177914300699246,15,multiplicative,19.788232291115897,2000,False,False,PSD25NRZYY2N,0.7579711498992339,poisson_loss,135.95363068580627
8,0.13032421880095318,0.7996663937279594,False,linear,2.2836333416677723,0.8007300103714944,10,additive,22.132634032685633,2000,False,False,PSD25NRZYY2N,3.711609502326614,poisson_loss,135.95363068580627
9,0.1453524258130009,0.8105210701948862,False,linear,1.613663760898656,0.85586981408984,20,additive,24.732184398049064,1000,True,True,PSD25NRZYY2N,2.0775354127874075,poisson_loss,135.95363068580627
10,0.07939916633150533,0.8491115152498213,False,linear,1.4314902094586515,0.9303002254407322,5,additive,22.053452299830276,2000,True,False,PSD25NRZYY2N,3.7237008875934428,poisson_loss,135.95363068580627
11,0.16082327366043836,0.788298005204614,False,flat,2.410859709472893,0.9001046918537018,20,additive,19.52030458444538,2000,False,True,PSD25NRZYY2N,4.454592562916867,poisson_loss,135.95363068580627
12,0.21173176546168243,0.7251583751501152,False,flat,2.454060066255093,0.8062253513342256,5,multiplicative,13.070964694015316,2000,False,True,PSD25NRZYY2N,4.415749765878647,poisson_loss,135.95363068580627
13,0.0646674208318031,0.858197662731089,False,linear,1.525865243316861,0.850077786738951,20,additive,16.712694037425777,2000,True,False,PSD25NRZYY2N,3.7280593797052193,poisson_loss,135.95363068580627
14,0.20012887150935638,0.7612661942520806,False,flat,1.4074515329008417,0.8984087582665784,10,additive,15.475687271865578,1000,True,False,PSD25NRZYY2N,1.2089530947394826,poisson_loss,135.95363068580627
15,0.15102841532913092,0.750572673290603,False,flat,2.2418343280407154,0.9413154547270516,10,additive,19.206930323088685,2000,False,False,PSD25NRZYY2N,0.7579711498992339,poisson_loss,135.95363068580627
16,0.13130443230269934,0.8001805187385261,False,flat,1.4294977352134852,0.8262439493850314,10,multiplicative,10.445250315048035,1000,False,True,PSD25NRZYY2N,4.39496658328095,poisson_loss,135.95363068580627
17,0.13446668109290683,0.7117916502783074,False,flat,2.0523859611586053,0.8663413776087948,20,additive,11.80575312339452,2000,False,False,PSD25NRZYY2N,0.7579711498992339,poisson_loss,135.95363068580627
18,0.1981877489988454,0.8213115752181926,False,flat,2.217126310239094,0.9315973605573805,20,multiplicative,18.83802731795859,1000,True,False,PSD25NRZYY2N,1.2209481399681443,poisson_loss,135.95363068580627
19,0.17655044736755438,0.7413723258562688,False,flat,2.1104748869387464,0.802037268586183,15,additive,11.3870238537487,1000,False,False,PSD25NRZYY2N,0.7579711498992339,poisson_loss,135.95363068580627
20,0.08156636431609945,0.8308633934655335,False,flat,2.4353642417982333,0.8105742496821585,15,additive,23.884815555939817,1000,True,True,PSD25NRZYY2N,4.420346208083235,poisson_loss,135.95363068580627
